Name,Phone,Email,LinkedIn,LineCount,CharCount,PageCount,Fonts,Font Sizes,tableCount,imageCount
Not Found,Not Found,Not Found,Not Found,46,1140,2,"{11.0, 12.0, 'Consolas', 16.0, 'Times New Roman', 55.0, 25.0, 28.0, 'Segoe UI'}","{11.0, 12.0, 'Consolas', 16.0, 'Times New Roman', 55.0, 25.0, 28.0, 'Segoe UI'}",1,0
