Name,Phone,Email,LinkedIn,LineCount,CharCount,PageCount,Fonts,Font Sizes,tableCount,imageCount
Not Found,Not Found,Not Found,Not Found,46,1140,2,"{'Consolas', 'Segoe UI', 11.0, 12.0, 16.0, 55.0, 25.0, 28.0, 'Times New Roman'}","{'Consolas', 'Segoe UI', 11.0, 12.0, 16.0, 55.0, 25.0, 28.0, 'Times New Roman'}",1,0
